84042 silly lifecycle spmrc@1.2.0~preinstall: no script for preinstall, continuing
92771 info lifecycle find-index@0.1.1~install: find-index@0.1.1
92772 silly lifecycle find-index@0.1.1~install: no script for install, continuing
92773 silly install first-chunk-stream@1.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/first-chunk-stream-d4f25f08
92774 info lifecycle first-chunk-stream@1.0.0~install: first-chunk-stream@1.0.0
92775 silly lifecycle first-chunk-stream@1.0.0~install: no script for install, continuing
92776 silly install flatten@1.0.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/flatten-bd97d3c2
92777 info lifecycle flatten@1.0.2~install: flatten@1.0.2
92778 silly lifecycle flatten@1.0.2~install: no script for install, continuing
92779 silly install for-in@0.1.4 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/for-in-ce4fda04
92780 info lifecycle for-in@0.1.4~install: for-in@0.1.4
92781 silly lifecycle for-in@0.1.4~install: no script for install, continuing
92782 silly install for-own@0.1.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/for-own-49be1453
92783 info lifecycle for-own@0.1.3~install: for-own@0.1.3
92784 silly lifecycle for-own@0.1.3~install: no script for install, continuing
92785 silly install forever-agent@0.5.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/forever-agent-3f730dca
92786 info lifecycle forever-agent@0.5.2~install: forever-agent@0.5.2
92787 silly lifecycle forever-agent@0.5.2~install: no script for install, continuing
92788 silly install async@0.9.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/async-415bdf9e
92789 info lifecycle async@0.9.2~install: async@0.9.2
92790 silly lifecycle async@0.9.2~install: no script for install, continuing
92791 silly install formidable@1.0.17 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/formidable-ce9e3a7c
92792 info lifecycle formidable@1.0.17~install: formidable@1.0.17
92793 silly lifecycle formidable@1.0.17~install: no script for install, continuing
92794 silly install fresh@0.2.4 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/fresh-21dbf747
92795 info lifecycle fresh@0.2.4~install: fresh@0.2.4
92796 silly lifecycle fresh@0.2.4~install: no script for install, continuing
92797 silly install from@0.1.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/from-e5effb64
92798 info lifecycle from@0.1.3~install: from@0.1.3
92799 silly lifecycle from@0.1.3~install: no script for install, continuing
92800 silly install fs-readdir-recursive@0.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/fs-readdir-recursive-557035cc
92801 info lifecycle fs-readdir-recursive@0.1.2~install: fs-readdir-recursive@0.1.2
92802 silly lifecycle fs-readdir-recursive@0.1.2~install: no script for install, continuing
92803 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-ebac401d
92804 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92805 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92806 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-87e4ce67
92807 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92808 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92809 silly install get-stdin@4.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/get-stdin-97a54f71
92810 info lifecycle get-stdin@4.0.1~install: get-stdin@4.0.1
92811 silly lifecycle get-stdin@4.0.1~install: no script for install, continuing
92812 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-60e42685
92813 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92814 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92815 silly install minimatch@2.0.10 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/minimatch-dbdafe58
92816 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
92817 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
92818 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-9374051f
92819 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92820 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92821 silly install glob2base@0.0.12 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/glob2base-328b0722
92822 info lifecycle glob2base@0.0.12~install: glob2base@0.0.12
92823 silly lifecycle glob2base@0.0.12~install: no script for install, continuing
92824 silly install globals@6.4.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/globals-3203aa6e
92825 info lifecycle globals@6.4.1~install: globals@6.4.1
92826 silly lifecycle globals@6.4.1~install: no script for install, continuing
92827 silly install graceful-fs@1.2.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/graceful-fs-ab827488
92828 info lifecycle graceful-fs@1.2.3~install: graceful-fs@1.2.3
92829 silly lifecycle graceful-fs@1.2.3~install: no script for install, continuing
92830 silly install lodash@1.0.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/lodash-68a07070
92831 info lifecycle lodash@1.0.2~install: lodash@1.0.2
92832 silly lifecycle lodash@1.0.2~install: no script for install, continuing
92833 silly install graceful-fs@4.1.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/graceful-fs-61d872a0
92834 info lifecycle graceful-fs@4.1.3~install: graceful-fs@4.1.3
92835 silly lifecycle graceful-fs@4.1.3~install: no script for install, continuing
92836 silly install graceful-readlink@1.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/graceful-readlink-6f8ccf11
92837 info lifecycle graceful-readlink@1.0.1~install: graceful-readlink@1.0.1
92838 silly lifecycle graceful-readlink@1.0.1~install: no script for install, continuing
92839 silly install commander@2.9.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/commander-a40a25ac
92840 info lifecycle commander@2.9.0~install: commander@2.9.0
92841 silly lifecycle commander@2.9.0~install: no script for install, continuing
92842 silly install growl@1.7.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/growl-93f97333
92843 info lifecycle growl@1.7.0~install: growl@1.7.0
92844 silly lifecycle growl@1.7.0~install: no script for install, continuing
92845 silly install clone@0.2.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/clone-830fe25f
92846 info lifecycle clone@0.2.0~install: clone@0.2.0
92847 silly lifecycle clone@0.2.0~install: no script for install, continuing
92848 silly install vinyl@0.4.6 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/vinyl-32c46074
92849 info lifecycle vinyl@0.4.6~install: vinyl@0.4.6
92850 silly lifecycle vinyl@0.4.6~install: no script for install, continuing
92851 silly install lodash@2.4.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/lodash-5805d585
92852 info lifecycle lodash@2.4.2~install: lodash@2.4.2
92853 silly lifecycle lodash@2.4.2~install: no script for install, continuing
92854 silly install ansi-regex@0.2.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/ansi-regex-4ca6ae76
92855 info lifecycle ansi-regex@0.2.1~install: ansi-regex@0.2.1
92856 silly lifecycle ansi-regex@0.2.1~install: no script for install, continuing
92857 silly install ansi-styles@1.1.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/ansi-styles-3bdd432b
92858 info lifecycle ansi-styles@1.1.0~install: ansi-styles@1.1.0
92859 silly lifecycle ansi-styles@1.1.0~install: no script for install, continuing
92860 silly install graceful-fs@3.0.8 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/graceful-fs-0da3f8d5
92861 info lifecycle graceful-fs@3.0.8~install: graceful-fs@3.0.8
92862 silly lifecycle graceful-fs@3.0.8~install: no script for install, continuing
92863 silly install has-ansi@0.1.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/has-ansi-06de1557
92864 info lifecycle has-ansi@0.1.0~install: has-ansi@0.1.0
92865 silly lifecycle has-ansi@0.1.0~install: no script for install, continuing
92866 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-e2b7baeb
92867 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92868 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92869 silly install lodash._reinterpolate@2.4.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/lodash._reinterpolate-097027f4
92870 info lifecycle lodash._reinterpolate@2.4.1~install: lodash._reinterpolate@2.4.1
92871 silly lifecycle lodash._reinterpolate@2.4.1~install: no script for install, continuing
92872 silly install minimist@0.2.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/minimist-48ba8ca0
92873 info lifecycle minimist@0.2.0~install: minimist@0.2.0
92874 silly lifecycle minimist@0.2.0~install: no script for install, continuing
92875 silly install strip-ansi@0.3.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/strip-ansi-6c230e6a
92876 info lifecycle strip-ansi@0.3.0~install: strip-ansi@0.3.0
92877 silly lifecycle strip-ansi@0.3.0~install: no script for install, continuing
92878 silly install supports-color@0.2.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/supports-color-84f6b43f
92879 info lifecycle supports-color@0.2.0~install: supports-color@0.2.0
92880 silly lifecycle supports-color@0.2.0~install: no script for install, continuing
92881 silly install chalk@0.5.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/chalk-a452af54
92882 info lifecycle chalk@0.5.1~install: chalk@0.5.1
92883 silly lifecycle chalk@0.5.1~install: no script for install, continuing
92884 silly install vinyl@0.2.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/vinyl-587ef4dc
92885 info lifecycle vinyl@0.2.3~install: vinyl@0.2.3
92886 silly lifecycle vinyl@0.2.3~install: no script for install, continuing
92887 silly install xtend@3.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/xtend-ae5dd4c1
92888 info lifecycle xtend@3.0.0~install: xtend@3.0.0
92889 silly lifecycle xtend@3.0.0~install: no script for install, continuing
92890 silly install async@0.2.10 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/async-a66a831f
92891 info lifecycle async@0.2.10~install: async@0.2.10
92892 silly lifecycle async@0.2.10~install: no script for install, continuing
92893 silly install has-ansi@2.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/has-ansi-e0d27399
92894 info lifecycle has-ansi@2.0.0~install: has-ansi@2.0.0
92895 silly lifecycle has-ansi@2.0.0~install: no script for install, continuing
92896 silly install has-flag@1.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/has-flag-16da549c
92897 info lifecycle has-flag@1.0.0~install: has-flag@1.0.0
92898 silly lifecycle has-flag@1.0.0~install: no script for install, continuing
92899 silly install supports-color@3.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/supports-color-1e75ef71
92900 info lifecycle supports-color@3.1.2~install: supports-color@3.1.2
92901 silly lifecycle supports-color@3.1.2~install: no script for install, continuing
92902 silly install supports-color@3.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/supports-color-0f037f48
92903 info lifecycle supports-color@3.1.2~install: supports-color@3.1.2
92904 silly lifecycle supports-color@3.1.2~install: no script for install, continuing
92905 silly install supports-color@3.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/supports-color-f2a063f0
92906 info lifecycle supports-color@3.1.2~install: supports-color@3.1.2
92907 silly lifecycle supports-color@3.1.2~install: no script for install, continuing
92908 silly install has-own@1.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/has-own-aadfa9de
92909 info lifecycle has-own@1.0.0~install: has-own@1.0.0
92910 silly lifecycle has-own@1.0.0~install: no script for install, continuing
92911 silly install highlight.js@7.5.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/highlight.js-b9a209b7
92912 info lifecycle highlight.js@7.5.0~install: highlight.js@7.5.0
92913 silly lifecycle highlight.js@7.5.0~install: no script for install, continuing
92914 silly install hoek@0.9.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/hoek-380e3388
92915 info lifecycle hoek@0.9.1~install: hoek@0.9.1
92916 silly lifecycle hoek@0.9.1~install: no script for install, continuing
92917 silly install boom@0.4.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/boom-6c683764
92918 info lifecycle boom@0.4.2~install: boom@0.4.2
92919 silly lifecycle boom@0.4.2~install: no script for install, continuing
92920 silly install cryptiles@0.2.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/cryptiles-cc8cdd07
92921 info lifecycle cryptiles@0.2.2~install: cryptiles@0.2.2
92922 silly lifecycle cryptiles@0.2.2~install: no script for install, continuing
92923 silly install homunculus@0.5.10 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/homunculus-419a4604
92924 info lifecycle homunculus@0.5.10~install: homunculus@0.5.10
92925 silly lifecycle homunculus@0.5.10~install: no script for install, continuing
92926 silly install hosted-git-info@2.1.4 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/hosted-git-info-577af15c
92927 info lifecycle hosted-git-info@2.1.4~install: hosted-git-info@2.1.4
92928 silly lifecycle hosted-git-info@2.1.4~install: no script for install, continuing
92929 silly install async@0.2.10 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/async-34c31b36
92930 info lifecycle async@0.2.10~install: async@0.2.10
92931 silly lifecycle async@0.2.10~install: no script for install, continuing
92932 silly install camelcase@1.2.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/camelcase-3cb4da6d
92933 info lifecycle camelcase@1.2.1~install: camelcase@1.2.1
92934 silly lifecycle camelcase@1.2.1~install: no script for install, continuing
92935 silly install source-map@0.1.34 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/source-map-1b19b506
92936 info lifecycle source-map@0.1.34~install: source-map@0.1.34
92937 silly lifecycle source-map@0.1.34~install: no script for install, continuing
92938 silly install wordwrap@0.0.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/wordwrap-0ecf5542
92939 info lifecycle wordwrap@0.0.2~install: wordwrap@0.0.2
92940 silly lifecycle wordwrap@0.0.2~install: no script for install, continuing
92941 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-69cb274f
92942 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92943 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92944 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-1c60180d
92945 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92946 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92947 silly install http-browserify@1.7.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/http-browserify-bba3c178
92948 info lifecycle http-browserify@1.7.0~install: http-browserify@1.7.0
92949 silly lifecycle http-browserify@1.7.0~install: no script for install, continuing
92950 silly install inherits@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-f746e0eb
92951 info lifecycle inherits@2.0.1~install: inherits@2.0.1
92952 silly lifecycle inherits@2.0.1~install: no script for install, continuing
92953 silly install http-signature@0.10.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/http-signature-4296f4b1
92954 info lifecycle http-signature@0.10.1~install: http-signature@0.10.1
92955 silly lifecycle http-signature@0.10.1~install: no script for install, continuing
92956 silly install https-browserify@0.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/https-browserify-e2fea0a3
92957 info lifecycle https-browserify@0.0.0~install: https-browserify@0.0.0
92958 silly lifecycle https-browserify@0.0.0~install: no script for install, continuing
92959 silly install iconv-lite@0.4.13 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/iconv-lite-5df72525
92960 info lifecycle iconv-lite@0.4.13~install: iconv-lite@0.4.13
92961 silly lifecycle iconv-lite@0.4.13~install: no script for install, continuing
92962 silly install ieee754@1.1.6 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/ieee754-17e8702c
92963 info lifecycle ieee754@1.1.6~install: ieee754@1.1.6
92964 silly lifecycle ieee754@1.1.6~install: no script for install, continuing
92965 silly install buffer@3.6.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/buffer-17a32c74
92966 info lifecycle buffer@3.6.0~install: buffer@3.6.0
92967 silly lifecycle buffer@3.6.0~install: no script for install, continuing
92968 silly install image-size@0.3.5 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/image-size-aff32cf2
92969 info lifecycle image-size@0.3.5~install: image-size@0.3.5
92970 silly lifecycle image-size@0.3.5~install: no script for install, continuing
92971 silly install indexes-of@1.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/indexes-of-35cedf49
92972 info lifecycle indexes-of@1.0.1~install: indexes-of@1.0.1
92973 silly lifecycle indexes-of@1.0.1~install: no script for install, continuing
92974 silly install indexof@0.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/indexof-ee5d949f
92975 info lifecycle indexof@0.0.1~install: indexof@0.0.1
92976 silly lifecycle indexof@0.0.1~install: no script for install, continuing
92977 silly install inherit@2.2.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherit-2882575d
92978 info lifecycle inherit@2.2.3~install: inherit@2.2.3
92979 silly lifecycle inherit@2.2.3~install: no script for install, continuing
92980 silly install inherits@1.0.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/inherits-a36f30d0
92981 info lifecycle inherits@1.0.2~install: inherits@1.0.2
92982 silly lifecycle inherits@1.0.2~install: no script for install, continuing
92983 silly install ini@1.3.4 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/ini-cd66014f
92984 info lifecycle ini@1.3.4~install: ini@1.3.4
92985 silly lifecycle ini@1.3.4~install: no script for install, continuing
92986 silly install ansi-regex@1.1.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/ansi-regex-d2954d62
92987 info lifecycle ansi-regex@1.1.1~install: ansi-regex@1.1.1
92988 silly lifecycle ansi-regex@1.1.1~install: no script for install, continuing
92989 silly install interpret@0.6.6 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/interpret-d2c9b91b
92990 info lifecycle interpret@0.6.6~install: interpret@0.6.6
92991 silly lifecycle interpret@0.6.6~install: no script for install, continuing
92992 silly install invert-kv@1.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/invert-kv-2e418c69
92993 info lifecycle invert-kv@1.0.0~install: invert-kv@1.0.0
92994 silly lifecycle invert-kv@1.0.0~install: no script for install, continuing
92995 silly install is-absolute-url@2.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-absolute-url-a9e99911
92996 info lifecycle is-absolute-url@2.0.0~install: is-absolute-url@2.0.0
92997 silly lifecycle is-absolute-url@2.0.0~install: no script for install, continuing
92998 silly install is-arrayish@0.2.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-arrayish-25775af2
92999 info lifecycle is-arrayish@0.2.1~install: is-arrayish@0.2.1
93000 silly lifecycle is-arrayish@0.2.1~install: no script for install, continuing
93001 silly install error-ex@1.3.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/error-ex-2aa98ad0
93002 info lifecycle error-ex@1.3.0~install: error-ex@1.3.0
93003 silly lifecycle error-ex@1.3.0~install: no script for install, continuing
93004 silly install is-binary-path@1.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-binary-path-7aa3515f
93005 info lifecycle is-binary-path@1.0.1~install: is-binary-path@1.0.1
93006 silly lifecycle is-binary-path@1.0.1~install: no script for install, continuing
93007 silly install is-buffer@1.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-buffer-d63002c9
93008 info lifecycle is-buffer@1.1.2~install: is-buffer@1.1.2
93009 silly lifecycle is-buffer@1.1.2~install: no script for install, continuing
93010 silly install is-builtin-module@1.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-builtin-module-599f5528
93011 info lifecycle is-builtin-module@1.0.0~install: is-builtin-module@1.0.0
93012 silly lifecycle is-builtin-module@1.0.0~install: no script for install, continuing
93013 silly install is-dotfile@1.0.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-dotfile-362a8de4
93014 info lifecycle is-dotfile@1.0.2~install: is-dotfile@1.0.2
93015 silly lifecycle is-dotfile@1.0.2~install: no script for install, continuing
93016 silly install is-extendable@0.1.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-extendable-4e1b01a5
93017 info lifecycle is-extendable@0.1.1~install: is-extendable@0.1.1
93018 silly lifecycle is-extendable@0.1.1~install: no script for install, continuing
93019 silly install is-extglob@1.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-extglob-dddb28b9
93020 info lifecycle is-extglob@1.0.0~install: is-extglob@1.0.0
93021 silly lifecycle is-extglob@1.0.0~install: no script for install, continuing
93022 silly install is-glob@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-glob-2ea6c4b6
93023 info lifecycle is-glob@2.0.1~install: is-glob@2.0.1
93024 silly lifecycle is-glob@2.0.1~install: no script for install, continuing
93025 silly install glob-parent@1.3.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/glob-parent-b152f4a7
93026 info lifecycle glob-parent@1.3.0~install: glob-parent@1.3.0
93027 silly lifecycle glob-parent@1.3.0~install: no script for install, continuing
93028 silly install is-glob@2.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-glob-c479e61a
93029 info lifecycle is-glob@2.0.1~install: is-glob@2.0.1
93030 silly lifecycle is-glob@2.0.1~install: no script for install, continuing
93031 silly install glob-parent@2.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/glob-parent-d7fede36
93032 info lifecycle glob-parent@2.0.0~install: glob-parent@2.0.0
93033 silly lifecycle glob-parent@2.0.0~install: no script for install, continuing
93034 silly install glob-base@0.3.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/glob-base-26f270e3
93035 info lifecycle glob-base@0.3.0~install: glob-base@0.3.0
93036 silly lifecycle glob-base@0.3.0~install: no script for install, continuing
93037 silly install extglob@0.3.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/extglob-1c79659e
93038 info lifecycle extglob@0.3.2~install: extglob@0.3.2
93039 silly lifecycle extglob@0.3.2~install: no script for install, continuing
93040 silly install is-glob@1.1.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-glob-083005e3
93041 info lifecycle is-glob@1.1.3~install: is-glob@1.1.3
93042 silly lifecycle is-glob@1.1.3~install: no script for install, continuing
93043 silly install is-plain-obj@1.1.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-plain-obj-7f611ab3
93044 info lifecycle is-plain-obj@1.1.0~install: is-plain-obj@1.1.0
93045 silly lifecycle is-plain-obj@1.1.0~install: no script for install, continuing
93046 silly install is-primitive@2.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-primitive-58e82f9e
93047 info lifecycle is-primitive@2.0.0~install: is-primitive@2.0.0
93048 silly lifecycle is-primitive@2.0.0~install: no script for install, continuing
93049 silly install is-equal-shallow@0.1.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-equal-shallow-29f73239
93050 info lifecycle is-equal-shallow@0.1.3~install: is-equal-shallow@0.1.3
93051 silly lifecycle is-equal-shallow@0.1.3~install: no script for install, continuing
93052 silly install is-relative@0.1.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-relative-fb9ce48e
93053 info lifecycle is-relative@0.1.3~install: is-relative@0.1.3
93054 silly lifecycle is-relative@0.1.3~install: no script for install, continuing
93055 silly install is-absolute@0.1.7 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-absolute-2b046bdf
93056 info lifecycle is-absolute@0.1.7~install: is-absolute@0.1.7
93057 silly lifecycle is-absolute@0.1.7~install: no script for install, continuing
93058 silly install is-svg@1.1.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-svg-8af4eff0
93059 info lifecycle is-svg@1.1.1~install: is-svg@1.1.1
93060 silly lifecycle is-svg@1.1.1~install: no script for install, continuing
93061 silly install is-utf8@0.2.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/is-utf8-034f6e8b
93062 info lifecycle is-utf8@0.2.1~install: is-utf8@0.2.1
93063 silly lifecycle is-utf8@0.2.1~install: no script for install, continuing
93064 silly install isarray@0.0.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/isarray-174173f5
93065 info lifecycle isarray@0.0.1~install: isarray@0.0.1
93066 silly lifecycle isarray@0.0.1~install: no script for install, continuing
93067 silly install isexe@1.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/isexe-b5ccd429
93068 info lifecycle isexe@1.1.2~install: isexe@1.1.2
93069 silly lifecycle isexe@1.1.2~install: no script for install, continuing
93070 silly install isobject@2.0.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/isobject-c70bef07
93071 info lifecycle isobject@2.0.0~install: isobject@2.0.0
93072 silly lifecycle isobject@2.0.0~install: no script for install, continuing
93073 silly install esprima@2.5.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/esprima-b5515026
93074 info lifecycle esprima@2.5.0~install: esprima@2.5.0
93075 silly lifecycle esprima@2.5.0~install: no script for install, continuing
93076 silly install supports-color@3.1.2 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/supports-color-130a06cc
93077 info lifecycle supports-color@3.1.2~install: supports-color@3.1.2
93078 silly lifecycle supports-color@3.1.2~install: no script for install, continuing
93079 silly install commander@0.6.1 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/commander-93738ed3
93080 info lifecycle commander@0.6.1~install: commander@0.6.1
93081 silly lifecycle commander@0.6.1~install: no script for install, continuing
93082 silly install mkdirp@0.3.0 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/mkdirp-7554f7ce
93083 info lifecycle mkdirp@0.3.0~install: mkdirp@0.3.0
93084 silly lifecycle mkdirp@0.3.0~install: no script for install, continuing
93085 silly install jade@0.26.3 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/jade-c4b03f83
93086 info lifecycle jade@0.26.3~install: jade@0.26.3
93087 silly lifecycle jade@0.26.3~install: no script for install, continuing
93088 silly install js-base64@2.1.9 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/js-base64-23badf9b
93089 info lifecycle js-base64@2.1.9~install: js-base64@2.1.9
93090 silly lifecycle js-base64@2.1.9~install: no script for install, continuing
93091 silly install postcss@5.0.16 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/postcss-a82e9efe
93092 info lifecycle postcss@5.0.16~install: postcss@5.0.16
93093 silly lifecycle postcss@5.0.16~install: no script for install, continuing
93094 silly install postcss@5.0.16 /Users/max/.nvm/versions/node/v5.6.0/lib/node_modules/.staging/postcss-97100a28
